dump_name,breach_date,record_count,info,source
Rockyou2024,2024-07-04,9948575739,,9Ghz.com
Combolist by 9Ghz.com,2022-01-01,3844784261,9ghz.com,9Ghz.com
National Public Data,2024-04-08,2695681513,nationalpublicdata.com,9Ghz.com
QQ Group Info,2012-01-01,1435504686,qq.com,9Ghz.com
Shanghai 1 billion data,2022-06-01,1097409809,,9Ghz.com
China IMEI Database,2022-09-21,1049611723,,9Ghz.com
China 800M FullName ID Number,2024-01-01,813772031,,9Ghz.com
Verifications.io,2019-02-25,763117241,verifications.io,9Ghz.com
QQ Number Phone Binding,2020-01-01,719806832,qq.com,9Ghz.com
Onliner Spambot,2017-08-28,711477622,,9Ghz.com
UnionPay,2024-01-01,637873101,,9Ghz.com
Alipay 600M Scrape,2024-01-01,600000000,alipay.com,9Ghz.com
Exploit.In,2016-10-13,593427119,exploit.in,9Ghz.com
Facebook,2019-08-01,509458528,facebook.com,9Ghz.com
weibo.com,2020-03-04,503925369,weibo.com,9Ghz.com
Bureau van Dijk Database,2021-07-01,484305582,bvdinfo.com,9Ghz.com
PeopleDataLabs (PDL) ,2019-01-01,471014406,peopledatalabs.com,9Ghz.com
Anti Public Combo List,2016-12-16,457962538,,9Ghz.com
Twitter (400M),2021-01-01,450682012,twitter.com,9Ghz.com
70M password from stealor log,2024-01-01,414193882,,9Ghz.com
MySpace,2008-07-01,359420698,myspace.com,9Ghz.com
Wechat ID & phone,2023-04-10,300130000,wechat.com,9Ghz.com
Wattpad,2020-06-29,268765495,wattpad.com,9Ghz.com
Unknown Consumer Data Database,2021-01-01,242485734,,9Ghz.com
Acuity Database,2019-01-01,241767915,acuity.com,9Ghz.com
Russia Kinship Database,2024-01-01,238088215,,9Ghz.com
NetEase,2015-10-19,234842089,163.com,9Ghz.com
2844 Separate Data Breaches Collection,2018-02-01,233937441,,9Ghz.com
Deezer,2019-04-22,229037936,deezer.com,9Ghz.com
demo.zeeroq.com Combolist,2019-01-01,226552009,demo.zeeroq.com,9Ghz.com
Serasa Experian,2020-01-01,223739216,serasaexperian.com.br,9Ghz.com
Zynga,2019-09-01,172869660,zynga.com,9Ghz.com
Adult FriendFinder (2016),2016-10-16,169746810,adultfriendfinder.com,9Ghz.com
LinkedIn,2012-05-05,164611595,linkedin.com,9Ghz.com
Dubsmash,2018-12-01,161749950,dubsmash.com,9Ghz.com
VNG Database,2015-05-19,161698213,zing.vn,9Ghz.com
US Voter,2015-10-05,152887658,,9Ghz.com
Adobe,2013-10-04,152445165,adobe.com,9Ghz.com
MyFitnessPal,2018-02-01,144633048,myfitnesspal.com,9Ghz.com
MGM Resorts,2019-07-25,142479937,mgmresorts.com,9Ghz.com
jd.com,2013-01-01,141599383,jd.com,9Ghz.com
China chaoxing.com,2022-06-21,139379767,chaoxing.com,9Ghz.com
Canva,2019-05-24,137272116,canva.com,9Ghz.com
Exactis,2018-06-01,131577763,exactis.com,9Ghz.com
Apollo,2018-07-23,125929660,apollo.io,9Ghz.com
Gravatar,2020-10-03,113990759,gravatar.com,9Ghz.com
Badoo,2013-06-01,112005531,badoo.com,9Ghz.com
Pemiblanc,2018-04-02,110964206,pemiblanc.com,9Ghz.com
Evite,2013-08-11,100985047,evite.com,9Ghz.com
Halk Sağlığı Yönetim Sistemi (HSYS) Database,2022-11-01,100923784,hsys.saglik.gov.tr,9Ghz.com
China League of Legends(LOL) QQ Binding,2021-10-20,97816171,,9Ghz.com
1win.casino,2024-11-01,96551014,1win.casino,9Ghz.com
